School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
3025,Darling Point Special School,Metropolitan,Brisbane (C),Special School,Special,Lytton,2015
520,Darlington State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
1520,Darra State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2015
191,Dayboro State School,North Coast,Moreton Bay (R),State School,Primary,Pine Rivers,2015
1884,Deception Bay North State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2015
2107,Deception Bay State High School,North Coast,Moreton Bay (R),State High School,Secondary,Murrumba,2015
237,Deception Bay State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2015
683,Delaneys Creek State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2015
392,Denison State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
837,Depot Hill State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2015
1226,Dimbulah State School,Far North Queensland,Mareeba (S),State School,Combined,Dalrymple,2015
266,Dingo State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1001,Dirranbandi P-10 State School,Darling Downs South West,Balonne (S),State School,Combined,Warrego,2015
330,Doomadgee State School,North Queensland,Doomadgee (S),State School,Combined,Mount Isa,2015
31,Drayton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
889,Drillham State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
342,Duaringa State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1170,Dulacca State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
1779,Dundula State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
934,Dunkeld State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2015
784,Dunwich State School,South East,Redland (C),State School,Primary,Cleveland,2015
959,Durack State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2015
1667,Durong South State School,Darling Downs South West,South Burnett (R),State School,Primary,Callide,2015
506,Dutton Park State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2015
2156,Dysart State High School,Central Queensland,Isaac (R),State High School,Secondary,Mirani,2015
97,Dysart State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2015
726,Eagle Junction State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2015
1876,Eagleby South State School,South East,Logan (C),State School,Primary,Coomera,2015
1974,Eagleby State School,South East,Logan (C),State School,Primary,Coomera,2015
5180,Earnshaw State College,Metropolitan,Brisbane (C),State School,Combined,Nudgee,2015
877,East Brisbane State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2015
593,Eatons Hill State School,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2015
301,Edens Landing State School,South East,Logan (C),State School,Primary,Waterford,2015
235,Edge Hill State School,Far North Queensland,Cairns (R),State School,Primary,Cairns,2015
581,Eidsvold State School,Central Queensland,North Burnett (R),State School,Combined,Callide,2015
34,Eight Mile Plains State School,Metropolitan,Brisbane (C),State School,Primary,Stretton,2015
545,Eimeo Road State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
1758,El Arish State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2015
2183,Elanora State High School,South East,Gold Coast (C),State High School,Secondary,Currumbin,2015
1923,Elanora State School,South East,Gold Coast (C),State School,Primary,Currumbin,2015
953,Elimbah State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2015
1347,Elliott Heads State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
1904,Emerald North State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
2122,Emerald State High School,Central Queensland,Central Highlands (R),State High School,Secondary,Gregory,2015
354,Emerald State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
154,Emu Creek State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
473,Emu Park State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2015
35,Enoggera State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2015
1179,Eromanga State School,Darling Downs South West,Quilpie (S),State School,Primary,Gregory,2015
199,Esk State School,Darling Downs South West,Somerset (R),State School,Primary,Nanango,2015
310,Eton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
682,Eudlo State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2015
222,Eulo State School,Darling Downs South West,Paroo (S),State School,Primary,Warrego,2015
698,Eumundi State School,North Coast,Sunshine Coast (R),State School,Primary,Noosa,2015
1353,Eungella State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
2061,Everton Park State High School,Metropolitan,Brisbane (C),State High School,Secondary,Everton,2015
1185,Everton Park State School,Metropolitan,Brisbane (C),State School,Primary,Everton,2015
1751,Fairview Heights State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2015
1172,Farleigh State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
1027,Farnborough State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2015
1205,Federal State School,North Coast,Noosa (S),State School,Primary,Nicklin,2015
810,Feluga State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2015
170,Fernvale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2015
2148,Ferny Grove State High School,Metropolitan,Brisbane (C),State High School,Secondary,Ferny Grove,2015
227,Ferny Grove State School,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2015
250,Ferny Hills State School,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2015
36,Fig Tree Pocket State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2015
1175,Finch Hatton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
1883,Fitzgerald State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2015
489,Flagstone Creek State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2015
2323,Flagstone State Community College,South East,Logan (C),State High School,Secondary,Logan,2015
471,Flagstone State School,South East,Logan (C),State School,Primary,Logan,2015
845,Flying Fish Point State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2015
697,Forest Hill State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2015
1726,Forest Lake State High School,Metropolitan,Brisbane (C),State High School,Secondary,Algester,2015
1998,Forest Lake State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2015
1897,Forrest Beach State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2015
523,Forsayth State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2015
40,Freestone State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
940,Frenchville State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2015
1812,Freshwater State School,Far North Queensland,Cairns (R),State School,Primary,Barron River,2015
84,Gabbinbar State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2015
1434,Garbutt State School,North Queensland,Townsville (C),State School,Primary,Townsville,2015
1460,Gargett State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
41,Gatton State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2015
1752,Gaven State School,South East,Gold Coast (C),State School,Primary,Albert,2015
42,Gayndah State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
3077,Geebung Special School,Metropolitan,Brisbane (C),Special School,Special,Nudgee,2015
1257,Geebung State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2015
54,Geham State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2015
178,Georgetown State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2015
50,Gilston State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2015
2131,Gin Gin State High School,North Coast,Bundaberg (R),State High School,Secondary,Callide,2015
298,Gin Gin State School,North Coast,Bundaberg (R),State School,Primary,Callide,2015
709,Gindie State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1258,Giru State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
749,Givelda State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
44,Gladstone Central State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
825,Gladstone South State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
2030,Gladstone State High School,Central Queensland,Gladstone (R),State High School,Secondary,Gladstone,2015
740,Gladstone West State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
149,Glamorgan Vale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2015
1242,Glass House Mountains State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2015
544,Glen Aplin State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
1592,Glenala State High School,Metropolitan,Brisbane (C),State High School,Secondary,Inala,2015
1918,Glenden State School,Central Queensland,Isaac (R),State School,Combined,Mirani,2015
1006,Gleneagle State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
313,Glenella State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
2028,Glenmore State High School,Central Queensland,Rockhampton (R),State High School,Secondary,Rockhampton,2015
574,Glenmore State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2015
917,Glenmorgan State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
770,Glennie Heights State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
1089,Glenore Grove State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2015
126,Glenvale State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2015
337,Glenview State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2015
1617,Glenwood State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2015
552,Gogango State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2015
1920,Golden Beach State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2015
407,Gooburrum State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
3034,Goodna Special School,Metropolitan,Ipswich (C),Special School,Special,Bundamba,2015
45,Goodna State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2015
939,Goodwood State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
111,Goombungee State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2015
1310,Goomeri State School,Darling Downs South West,Gympie (R),State School,Combined,Callide,2015
807,Goondi State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2015
2092,Goondiwindi State High School,Darling Downs South West,Goondiwindi (R),State High School,Secondary,Southern Downs,2015
46,Goondiwindi State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2015
1839,Goovigen State School,Central Queensland,Banana (S),State School,Primary,Callide,2015
2106,Gordonvale State High School,Far North Queensland,Cairns (R),State High School,Secondary,Mulgrave,2015
