School_No,School_Name,School_Type,Suburb,State,Postcode,Phone_No,LGA_ID,LGA_Name,Latitude,Longtitude,Education_Sector,Entity_Type,Address
8746,Diamond Valley College,Secondary,Diamond Creek,VIC,3089,03 9438 1411,571,Nillumbik (S),145.167704,-37.672433,Government,1,165-179 Main Hurstbridge Road P O Box 643
8747,Blackburn English Language School,Language,Burwood East,VIC,3151,03 9803 4022,698,Whitehorse (C),145.148292,-37.847889,Government,1,120 Eley Road
8748,Collingwood English Language School,Language,Collingwood,VIC,3066,03 9419 7633,735,Yarra (C),144.9847995,-37.80784119,Government,1,19 Cambridge Street
8749,Noble Park English Language School,Language,Noble Park,VIC,3174,03 9546 9578,267,Greater Dandenong (C),145.178166,-37.971168,Government,1,21-35 Thomas Street
8750,Greensborough Secondary College,Secondary,Greensborough,VIC,3088,03 9433 2666,66,Banyule (C),145.090129,-37.70865867,Government,1,Nell Street
8753,Ararat Secondary College,Secondary,Ararat,VIC,3377,03 5352 4177,26,Ararat (RC),142.9219615,-37.28599961,Government,1,4-30 Barkly Street 4-30 BARKLY STREET
8775,Mill Park Secondary College,Secondary,Mill Park,VIC,3082,03 9407 9700,707,Whittlesea (C),145.0628602,-37.66390279,Government,1,9 - 25 Moorhead Drive 9-25 Moorhead Drive
8777,Bacchus Marsh College,Secondary,Bacchus Marsh,VIC,3340,03 5367 2955,515,Moorabool (S),144.4330584,-37.68562875,Government,1,73 Grant Street PO Box 329
8783,The Grange P-12 College,Pri/Sec,Hoppers Crossing,VIC,3029,03 9748 9166,726,Wyndham (C),144.6749381,-37.8581346,Government,1,30 Deloraine Drive P O Box 730
8787,Taylors Lakes Secondary College,Secondary,Taylors Lakes,VIC,3038,03 9390 3130,118,Brimbank (C),144.7936498,-37.7066603,Government,1,1-39 Parmelia Drive P O Box 2374
8790,Sunshine College,Secondary,Sunshine,VIC,3020,03 8311 5200,118,Brimbank (C),144.828069,-37.790253,Government,1,Graham Street P O Box 165
8791,Wallan Secondary College,Secondary,Wallan,VIC,3756,03 5783 0300,485,Mitchell (S),144.981473,-37.418393,Government,1,100 Duke Street PO Box 405
8797,Thornbury High School,Secondary,Thornbury,VIC,3071,03 9480 4066,189,Darebin (C),145.0252135,-37.75649469,Government,1,238 Collins Street
8798,Portland Secondary College,Secondary,Portland,VIC,3305,03 5523 1344,241,Glenelg (S),141.5948243,-38.3588185,Government,1,Must Street P O BOX 452
8799,Copperfield College,Secondary,Delahey,VIC,3037,03 9307 5555,118,Brimbank (C),144.772454,-37.719607,Government,1,Goldsmith Avenue
8800,Bayside P-12 College,Pri/Sec,Williamstown,VIC,3016,03 9393 5800,311,Hobsons Bay (C),144.8852138,-37.85770007,Government,1,29-69 Kororoit Creek Road P O Box 515
8801,South Oakleigh Secondary College,Secondary,Oakleigh South,VIC,3167,03 9579 2322,497,Monash (C),145.089768,-37.92232068,Government,1,Bakers Road P O Box 116
8802,Swan Hill College,Secondary,Swan Hill,VIC,3585,03 5032 9360,661,Swan Hill (RC),143.5528519,-35.33522773,Government,1,Pye Street P O Box 1440
8803,Traralgon College,Secondary,Traralgon,VIC,3844,03 5176 2240,381,Latrobe (C),146.5194895,-38.19142459,Government,1,154-184 Grey Street P O Box 1790
8804,Mornington Secondary College,Secondary,Mornington,VIC,3931,03 5970 0200,534,Mornington Peninsula (S),145.0588104,-38.2182617,Government,1,1051 Nepean Highway Locked Bag 5
8806,Essendon East Keilor District College,Secondary,Keilor East,VIC,3033,03 8331 0100,506,Moonee Valley (C),144.8697108,-37.73970794,Government,1,Quinn Grove P O Box 142
8807,Brunswick Secondary College,Secondary,Brunswick,VIC,3056,03 9387 6133,525,Moreland (C),144.955767,-37.771013,Government,1,47 Dawson Street
8808,Glen Waverley Secondary College,Secondary,Glen Waverley,VIC,3150,03 8805 6700,497,Monash (C),145.162714,-37.87811,Government,1,13-21 O'Sullivan Road Private Bag 4194
8809,Monterey Secondary College,Secondary,Frankston North,VIC,3200,03 9781 7700,217,Frankston (C),145.1479305,-38.12672883,Government,1,Silvertop Street
8811,Warrnambool College,Secondary,Warrnambool,VIC,3280,03 5564 4444,673,Warrnambool (C),142.4996761,-38.37671595,Government,1,Grafton Road P O Box 442
8812,Viewbank College,Secondary,Rosanna,VIC,3084,03 9458 2811,66,Banyule (C),145.086953,-37.741226,Government,1,Warren Road P O Box 264
8813,Noble Park Secondary College,Secondary,Noble Park,VIC,3174,03 9546 9066,267,Greater Dandenong (C),145.182369,-37.970209,Government,1,3 Callaghan Street
8814,Baimbridge College,Secondary,Hamilton,VIC,3300,03 5572 2788,626,Southern Grampians (S),142.014634,-37.733311,Government,1,85 Stephen Street
8815,Yarra Hills Secondary College,Secondary,Mooroolbark,VIC,3138,03 9839 8800,745,Yarra Ranges (S),145.3157525,-37.78871438,Government,1,16 Reay Road P O Box 42
8816,Heathmont College,Secondary,Heathmont,VIC,3135,03 9871 4888,441,Maroondah (C),145.2321036,-37.83842619,Government,1,Waters Grove
8818,Horsham College,Secondary,Horsham,VIC,3402,03 5381 7100,319,Horsham (RC),142.184101,-36.711661,Government,1,310 Baillie Street P O Box 508
8819,Melbourne Girls College,Secondary,Richmond,VIC,3121,03 9428 8955,735,Yarra (C),145.014334,-37.822507,Government,1,Yarra Boulevard
8820,Western Heights Secondary College,Secondary,Hamlyn Heights,VIC,3215,03 5277 1177,275,Greater Geelong (C),144.328966,-38.122893,Government,1,37-61 Vines Road P O Box 784
8821,Lowanna College,Secondary,Newborough,VIC,3825,03 5127 9200,381,Latrobe (C),146.2859798,-38.17667934,Government,1,72-96 Newark Avenue P O Box 42
8823,Templestowe College,Secondary,Templestowe Lower,VIC,3107,03 9850 6333,421,Manningham (C),145.1218286,-37.76747383,Government,1,7 Cypress Avenue
8824,Castlemaine Secondary College,Secondary,Castlemaine,VIC,3450,03 5479 1111,543,Mount Alexander (S),144.214549,-37.077088,Government,1,Etty St PO Box 57
8827,Warragul Regional College,Secondary,Warragul,VIC,3820,03 5623 9900,83,Baw Baw (S),145.9254852,-38.16519591,Government,1,55 Burke Street P O Box 213
8828,Ballarat Secondary College,Secondary,Ballarat East,VIC,3350,03 5336 7200,57,Ballarat (C),143.8687328,-37.56431353,Government,1,Barkly Street P O Box 1877
8830,Charlton College,Pri/Sec,Charlton,VIC,3525,03 5491 1280,127,Buloke (S),143.359633,-36.270312,Government,1,33 - 49 Davies Street P O Box 138
8831,Wycheproof P-12 College,Pri/Sec,Wycheproof,VIC,3527,03 5493 7409,127,Buloke (S),143.229098,-36.075704,Government,1,McKenzie Crescent
8832,Birchip P-12 School,Pri/Sec,Birchip,VIC,3483,03 5492 2287,127,Buloke (S),142.9099365,-35.98438249,Government,1,43-47 Campbell Street
8833,Nhill College,Pri/Sec,Nhill,VIC,3418,03 5391 2111,298,Hindmarsh (S),141.65886,-36.33260253,Government,1,Whitehead Avenue P O Box 210
8834,Sale College,Secondary,Sale,VIC,3850,03 5144 1711,681,Wellington (S),147.068006,-38.108921,Government,1,73-81 Macalister Street P O Box 231
8835,McClelland Secondary College,Secondary,Frankston,VIC,3199,03 9789 4544,217,Frankston (C),145.1583658,-38.14667462,Government,1,Belar Avenue
8836,Footscray City College,Secondary,Footscray,VIC,3011,03 8387 1500,433,Maribyrnong (C),144.8940131,-37.79107126,Government,1,1 Kinnear Street
8837,The Alpine School,Camp,Dinner Plain,VIC,3898,03 5150 8100,11,Alpine (S),147.245921,-37.023289,Government,1,Great Alpine Road P O Box 53
8838,Western English Language School,Language,Braybrook,VIC,3019,03 9311 9325,433,Maribyrnong (C),144.8540362,-37.790995,Government,1,46 South Road P O Box 1096
8839,Narre Warren South P-12 College,Pri/Sec,Narre Warren South,VIC,3805,03 9704 3333,161,Casey (C),145.285742,-38.04991303,Government,1,Amberly Park Drive
8841,Lara Secondary College,Secondary,Lara,VIC,3212,03 5282 8988,275,Greater Geelong (C),144.4123342,-38.01839851,Government,1,34 Alkara Avenue P O Box 387
8842,Kaniva College,Pri/Sec,Kaniva,VIC,3419,03 5392 2494,689,West Wimmera (S),141.2448451,-36.38271876,Government,1,2 Farmers Street PO Box 63
8843,Corryong College,Pri/Sec,Corryong,VIC,3707,02 6076 1566,667,Towong (S),147.910757,-36.192938,Government,1,27-45 Towong Road P O Box 225
8845,Maryborough Education Centre,Pri/Sec,Maryborough,VIC,3465,03 5461 7900,167,Central Goldfields (S),143.722865,-37.042159,Government,1,102 - 192 Balaclava Road P O Box 171
8846,The Lakes South Morang P-9 School,Pri/Sec,South Morang,VIC,3752,03 9401 3919,707,Whittlesea (C),145.076703,-37.634598,Government,1,80 Jardier Terrace P O Box 207
8847,Point Cook Senior Secondary College,Secondary,Point Cook,VIC,3030,03 9395 9271,726,Wyndham (C),144.73282,-37.886718,Government,1,Cnr Boardwalk Blvd & Bergamot P O Box 6520
8848,Manor Lakes P-12 College,Pri/Sec,Wyndham Vale,VIC,3024,03 9741 4202,726,Wyndham (C),144.602275,-37.874157,Government,1,2-50 Minindee Road P O Box 2348
8849,Coburg High School,Secondary,Coburg,VIC,3058,03 9353 1700,525,Moreland (C),144.9728,-37.7407,Government,1,101 Urquhart Street P O Box 162
8851,Wodonga Middle Years College,Pri/Sec,Wodonga,VIC,3690,02 6057 9000,717,Wodonga (C),146.890563,-36.130844,Government,1,22-24 Mitchell Street P O Box 1263
8853,Mount Ridley P-12 College,Pri/Sec,Craigieburn,VIC,3064,03 8338 3600,327,Hume (C),144.9234217,-37.58027078,Government,1,2-30 Hampton Street
8854,Tarneit Senior College,Secondary,Tarneit,VIC,3029,03 9749 0246,726,Wyndham (C),144.6804061,-37.83335386,Government,1,861 Leakes Road P O BOX 8499
8855,Echuca College,Secondary,Echuca,VIC,3564,03 5482 1133,137,Campaspe (S),144.732423,-36.132394,Government,1,20 - 50 Butcher Street P O Box 335
8856,John Monash Science School,Secondary,Clayton,VIC,3800,03 9905 1002,497,Monash (C),145.128686,-37.914221,Government,1,39 Innovation WalkMonash University P O Box 8016
8857,Altona P-9 College,Pri/Sec,Altona,VIC,3018,03 9250 8050,311,Hobsons Bay (C),144.8172644,-37.86152274,Government,1,103 A Grieve Parade Private Bag 9
8858,Dandenong High School,Secondary,Dandenong,VIC,3175,03 9792 0561,267,Greater Dandenong (C),145.209011,-37.979418,Government,1,92-106 Princes Highway P O Box 681
8859,Bass Coast Specialist School,Special,Wonthaggi,VIC,3995,03 5672 4474,74,Bass Coast (S),145.5964659,-38.60974434,Government,1,6 Mckenzie Street P O Box 640
8861,Laverton P-12 College,Pri/Sec,Laverton,VIC,3028,03 9369 1833,311,Hobsons Bay (C),144.7726329,-37.85617409,Government,1,91 Bladin Street P O Box 243
8862,Hume Central Secondary College,Secondary,Broadmeadows,VIC,3047,03 9066 3600,327,Hume (C),144.915356,-37.680382,Government,1,60-78 Tanderrum Way P O Box 159
8864,Colac Secondary College,Secondary,Colac,VIC,3250,03 5231 9800,175,Colac-Otway (S),143.5901021,-38.35149548,Government,1,173 Queen Street P O Box 42
8865,Nossal High School,Secondary,Berwick,VIC,3806,03 8762 4600,161,Casey (C),145.336563,-38.038502,Government,1,100 Clyde Road P O Box 1036
8866,Suzanne Cory High School,Secondary,Werribee,VIC,3030,03 8734 2800,726,Wyndham (C),144.700748,-37.893852,Government,1,225 Hoppers Lane PO Box 531
8867,Keysborough Secondary College,Secondary,Springvale South,VIC,3172,03 9546 4144,267,Greater Dandenong (C),145.1593617,-37.96700048,Government,1,8-20 Janine Road
8868,Hallam Senior Secondary College,Secondary,Hallam,VIC,3803,03 9703 1266,161,Casey (C),145.2609167,-38.00020053,Government,1,74-84 Frawley Road P O Box 5031
8869,Gleneagles Secondary College,Secondary,Endeavour Hills,VIC,3802,03 9708 1319,161,Casey (C),145.2762807,-37.97435311,Government,1,58 Reema Boulevard P O Box 185
8870,Fountain Gate Secondary College,Secondary,Narre Warren,VIC,3805,03 8762 6839,161,Casey (C),145.2950967,-38.00620519,Government,1,45 Josephine Avenue P O Box 181
8872,Balmoral K-12 Community College,Pri/Sec,Balmoral,VIC,3407,03 5570 1247,626,Southern Grampians (S),141.8273716,-37.240557,Government,1,Harrow Balmoral Road Harrow Balmoral Rd
8873,Myrtleford P-12 College,Pri/Sec,Myrtleford,VIC,3737,03 5752 1174,11,Alpine (S),146.7261447,-36.54888702,Government,1,Prince Street P O Box 530
8874,Alkira Secondary College,Secondary,Cranbourne North,VIC,3977,03 5991 3500,161,Casey (C),145.310519,-38.073313,Government,1,15 Nurture Avenue P O Box 4314
8875,Somerville Secondary College,Secondary,Somerville,VIC,3912,03 5973 1000,534,Mornington Peninsula (S),145.1682274,-38.22721827,Government,1,37 Graf Road
8882,Boort District P-12 School,Pri/Sec,Boort,VIC,3537,03 5455 2201,394,Loddon (S),143.726948,-36.110217,Government,1,9 - 27 Malone Street
8883,Yarrawonga College P-12,Pri/Sec,Yarrawonga,VIC,3730,03 5744 1751,490,Moira (S),146.0066682,-36.02144074,Government,1,2-24 Pinniger Street PO Box 39
8884,Seymour College,Pri/Sec,Seymour,VIC,3660,03 5771 1300,485,Mitchell (S),145.1411167,-37.02984234,Government,1,29-47 Stewart Street P O Box 266
8886,Merbein P-10 College,Pri/Sec,Merbein,VIC,3505,03 5025 2501,478,Mildura (RC),142.0713085,-34.16936534,Government,1,188-206 Commercial Street
8889,Albert Park College,Secondary,Albert Park,VIC,3206,03 8695 9000,590,Port Phillip (C),144.9474157,-37.84436706,Government,1,83 Danks Street
8890,Charles La Trobe P-12 College,Pri/Sec,Macleod West,VIC,3085,03 9223 1400,189,Darebin (C),145.059791,-37.72915436,Government,1,235 Kingsbury Drive P O Box 5023 HWDC
8891,Victoria University Secondary College,Secondary,St Albans,VIC,3021,03 8312 0200,118,Brimbank (C),144.785955,-37.74031508,Government,1,5A Jamieson Street PO Box 83
8892,Swifts Creek P-12 School,Pri/Sec,Swifts Creek,VIC,3896,03 5159 4366,211,East Gippsland (S),147.7240342,-37.26684449,Government,1,6840 Great Alpine Road P O Box 180
8893,Glenroy Secondary College,Secondary,Glenroy,VIC,3046,03 9304 0400,525,Moreland (C),144.9249952,-37.70470214,Government,1,120 Glenroy Road
8894,John Fawkner Secondary College,Secondary,Fawkner,VIC,3060,03 9359 1166,525,Moreland (C),144.9718587,-37.70271075,Government,1,Jukes Road P O Box 76
8895,William Ruthven Secondary College,Secondary,Reservoir,VIC,3073,03 9462 2177,189,Darebin (C),145.0029977,-37.69653256,Government,1,60 Merrilands Road
8897,Mernda Central P-12 College,Pri/Sec,Mernda,VIC,3754,03 9355 8899,707,Whittlesea (C),145.090374,-37.605018,Government,1,70 Breadalbane Avenue 70 Breadalbane Ave
8898,Cranbourne East Secondary College,Secondary,Cranbourne East,VIC,3977,03 5990 0200,161,Casey (C),145.306032,-38.104873,Government,1,50 Stately Drive P O Box 5436
8899,Featherbrook P-9 College,Pri/Sec,Point Cook,VIC,3030,03 8348 7115,726,Wyndham (C),144.72834,-37.90012,Government,1,281 Boardwalk Boulevard
8900,Phoenix P-12 Community College,Pri/Sec,Sebastopol,VIC,3356,03 5329 3293,57,Ballarat (C),143.8335059,-37.58661037,Government,1,53 - 71 Hertford Street P O Box 49
8901,Northern Bay P-12 College,Pri/Sec,Corio,VIC,3214,03 5224 9700,275,Greater Geelong (C),144.3563785,-38.07837608,Government,1,3-25 Goldsworthy Road PO Box 126
8903,Surf Coast Secondary College,Secondary,Torquay,VIC,3228,03 5261 6633,649,Surf Coast (S),144.3238552,-38.30419186,Government,1,75 White Street
8904,Hopetoun P-12 College,Pri/Sec,Hopetoun,VIC,3396,03 5083 3203,763,Yarriambiack (S),142.3660296,-35.73486974,Government,1,1 Dodgshun Street P O BOX 211
8905,Doveton College,Pri/Sec,Doveton,VIC,3177,03 8765 0111,161,Casey (C),145.2432915,-37.99030208,Government,1,62 Tristania Street P O Box 105
8907,Officer Secondary College (interim name),Secondary,Officer,VIC,3809,03 5942 4000,145,Cardinia (S),145.4109046,-38.07194821,Government,1,1 Parker Street P O Box 225
8908,Brookside P-9 College,Pri/Sec,Caroline Springs,VIC,3023,03 7379 1555,465,Melton (C),144.736533,-37.746378,Government,1,Federation Way P O Box 3438
8909,Creekside K-9 College,Pri/Sec,Caroline Springs,VIC,3023,03 8363 6400,465,Melton (C),144.738037,-37.73445,Government,1,9 The Crossing P O BOX 3300
8910,Lakeview Senior College,Secondary,Caroline Springs,VIC,3023,03 9219 3100,465,Melton (C),144.737068,-37.735662,Government,1,College Street P O Box 3461
8911,Springside P-9 College,Pri/Sec,Caroline Springs,VIC,3023,03 9449 6400,465,Melton (C),144.7386746,-37.71117852,Government,1,22 Becca Way P O Box 3439
8912,Melba Secondary College,Secondary,Croydon,VIC,3136,03 9870 4551,441,Maroondah (C),145.26119,-37.795133,Government,1,Brentnall Road
8913,Boronia K-12 College,Pri/Sec,Boronia,VIC,3155,03 9760 4900,367,Knox (C),145.289416,-37.858934,Government,1,35-37 Albert Avenue P O Box 537
8914,Tarneit P-9 College,Pri/Sec,Tarneit,VIC,3029,03 9749 0506,726,Wyndham (C),144.6807343,-37.8365064,Government,1,21-23 Brinbrook Street PO Box 8268
8915,Benalla P-12 College,Pri/Sec,Benalla,VIC,3672,03 5761 2777,101,Benalla (RC),145.963847,-36.553372,Government,1,20 Faithfull Street P O Box 819
8916,Parkville College,Special,Malmsbury,VIC,3446,03 5421 3100,413,Macedon Ranges (S),144.39223,-37.19010475,Government,1,Mollison Street
1,Wesley College,Pri/Sec,MELBOURNE,VIC,3004,03 8102 6100,460,Melbourne (C),144.982144,-37.84883,Independent,2,577 St Kilda Road
5,Korowa Anglican Girls' School,Pri/Sec,GLEN IRIS,VIC,3146,03 9811 0200,635,Stonnington (C),145.054637,-37.861454,Independent,2,10 - 16 Ranfurlie Crescent
20,Parade College,Secondary,BUNDOORA,VIC,3083,03 9468 3300,66,Banyule (C),145.066978,-37.690178,Catholic,2,1436 Plenty Road
25,Simonds Catholic College,Secondary,WEST MELBOURNE,VIC,3003,03 9321 9200,460,Melbourne (C),144.952883,-37.805971,Catholic,2,273 Victoria Street
26,Christian Brothers' College St Kilda,Secondary,ST KILDA EAST,VIC,3183,03 9529 6611,590,Port Phillip (C),144.997001,-37.859365,Catholic,2,11 Westbury Street PO Box 258
28,St Patrick's College Ballarat,Secondary,BALLARAT,VIC,3350,03 5331 1688,57,Ballarat (C),143.831558,-37.559711,Catholic,2,1431 Sturt Street Locked Bag 31
29,St Patrick's School,Primary,BALLARAT,VIC,3350,03 5332 7680,57,Ballarat (C),143.847147,-37.564397,Catholic,2,119 Drummond Street South PO Box 82W
30,St Alipius' Parish School,Primary,BALLARAT EAST,VIC,3350,03 5331 1816,57,Ballarat (C),143.8740084,-37.56170371,Catholic,2,106-108 Victoria Street
33,Emmanuel College Inc.,Secondary,WARRNAMBOOL,VIC,3280,03 5560 0888,673,Warrnambool (C),142.477358,-38.370986,Catholic,2,37 Ardlie Street PO Box 486
35,Loreto College,Secondary,BALLARAT,VIC,3350,03 5329 6100,57,Ballarat (C),143.8234695,-37.55686069,Catholic,2,1600 Sturt Street
60,St Mary's School,Primary,MANSFIELD,VIC,3722,03 5775 2670,425,Mansfield (S),146.087866,-37.058092,Catholic,2,39 Malcolm Street PO Box 140
77,Sacred Heart School,Primary,NEWPORT,VIC,3015,03 9391 6262,311,Hobsons Bay (C),144.881396,-37.840028,Catholic,2,4 Newcastle Street
78,St Mary's School,Primary,WILLIAMSTOWN,VIC,3016,03 9397 7926,311,Hobsons Bay (C),144.900894,-37.863498,Catholic,2,118 Cecil Street PO Box 283
83,Ruyton Girls' School,Pri/Sec,KEW,VIC,3101,03 9819 2422,111,Boroondara (C),145.039181,-37.811111,Independent,2,12 Selbourne Road
96,Caulfield Grammar School,Pri/Sec,ST KILDA EAST,VIC,3183,03 9524 6300,231,Glen Eira (C),145.004887,-37.877377,Independent,2,217 Glen Eira Road PO Box 610
